way_id,start,end
1225840040,13.367759_52.528117,13.367608_52.527969
1225840040,13.367608_52.527969,13.367516_52.527840
1225840040,13.367516_52.527840,13.367467_52.527743
1225840040,13.367467_52.527743,13.367420_52.527615
1225840040,13.367420_52.527615,13.367407_52.527546
1225840040,13.367407_52.527546,13.367405_52.527538
1225840040,13.367405_52.527538,13.367381_52.527412
1225840040,13.367381_52.527412,13.367361_52.527258
1225840040,13.367361_52.527258,13.367351_52.527095
1225840040,13.367351_52.527095,13.367346_52.527011
1225840040,13.367346_52.527011,13.367300_52.526273
1225840040,13.367300_52.526273,13.367309_52.526213
1225840040,13.367309_52.526213,13.367333_52.526162
1225840040,13.367333_52.526162,13.367395_52.526070
1225840041,13.367740_52.528126,13.367759_52.528117
1225840041,13.367759_52.528117,13.367790_52.528103
1225840041,13.367790_52.528103,13.367890_52.528058
1225840042,13.367937_52.528274,13.367953_52.528267
1225840042,13.367953_52.528267,13.367976_52.528257
1225840042,13.367976_52.528257,13.368060_52.528222
1225840044,13.367277_52.527014,13.367312_52.527012
1225840045,13.367312_52.527012,13.367346_52.527011
1225844163,13.367924_52.526286,13.367897_52.526314
1225844163,13.367897_52.526314,13.367880_52.526341
1225844163,13.367880_52.526341,13.367900_52.526389
1225844163,13.367900_52.526389,13.367979_52.527248
1225844163,13.367979_52.527248,13.367990_52.527367
1225844163,13.367990_52.527367,13.368028_52.527579
1225844163,13.368028_52.527579,13.368048_52.527658
1225844163,13.368048_52.527658,13.368104_52.527823
1225844163,13.368104_52.527823,13.368200_52.528028
1225844163,13.368200_52.528028,13.368285_52.528129
1225844163,13.368285_52.528129,13.368371_52.528219
1225844163,13.368371_52.528219,13.368484_52.528307
1225844163,13.368484_52.528307,13.368654_52.528415
1225844163,13.368654_52.528415,13.368845_52.528518
1225844163,13.368845_52.528518,13.369055_52.528606
1225844163,13.369055_52.528606,13.369433_52.528760
1225844164,13.368186_52.525882,13.368179_52.525894
1225844164,13.368179_52.525894,13.368149_52.525942
1225844164,13.368149_52.525942,13.368084_52.526041
1225844164,13.368084_52.526041,13.368067_52.526068
1225844164,13.368067_52.526068,13.368007_52.526160
1225844164,13.368007_52.526160,13.367955_52.526238
1225844164,13.367955_52.526238,13.367936_52.526267
1225844164,13.367936_52.526267,13.367924_52.526286
1225844165,13.369433_52.528760,13.369473_52.528774
1225844165,13.369473_52.528774,13.369561_52.528806
1225844165,13.369561_52.528806,13.369599_52.528869
1225844166,13.368041_52.526273,13.367982_52.526268
1225844166,13.367982_52.526268,13.367954_52.526274
1225844166,13.367954_52.526274,13.367924_52.526286
1225847054,13.371786_52.527318,13.371561_52.527650
1225847054,13.371561_52.527650,13.371262_52.528093
1225847055,13.371520_52.527638,13.371561_52.527650
1225847055,13.371561_52.527650,13.371752_52.527705
1226679052,13.366207_52.530655,13.365422_52.531450
1226679052,13.365422_52.531450,13.365464_52.531547
1226679052,13.365464_52.531547,13.365481_52.531588
1226679052,13.365481_52.531588,13.365494_52.531620
1226925640,13.369522_52.515364,13.369610_52.515556
1226925640,13.369610_52.515556,13.369626_52.515590
1228446781,11.908849_52.254858,11.910337_52.255117
1228446781,11.905593_52.281042,11.905315_52.280999
1228446781,14.864170_52.770686,14.866261_52.758705
1228446781,14.866261_52.758705,14.869908_52.735619
1228446781,14.869908_52.735619,14.871423_52.725062
1228455845,13.381933_52.513859,13.381892_52.513928
1228455845,13.381892_52.513928,13.381864_52.513983
1228455846,13.382010_52.513841,13.382154_52.513871
1228455846,13.382154_52.513871,13.382284_52.513899
1228455847,13.382254_52.514061,13.382289_52.513996
1228455847,13.382289_52.513996,13.382319_52.513940
1228455848,13.381864_52.513983,13.381855_52.513999
1228455848,13.381855_52.513999,13.381906_52.514013
1228455848,13.381906_52.514013,13.381915_52.514028
1228455848,13.381915_52.514028,13.381395_52.515010
1228455849,13.381350_52.515049,13.381321_52.515109
1228455849,13.381321_52.515109,13.381295_52.515163
1228455850,13.381915_52.514028,13.382058_52.514056
1228455850,13.382058_52.514056,13.382178_52.514080
1228455851,13.381698_52.515084,13.383146_52.515183
1228455851,13.383146_52.515183,13.384340_52.515260
1228455851,13.384340_52.515260,13.384359_52.515261
1228455851,13.384359_52.515261,13.384402_52.515264
1228455852,13.382254_52.514061,13.382178_52.514080
1228455853,13.381430_52.515017,13.381541_52.515038
1228455853,13.381541_52.515038,13.381651_52.515059
1228455854,13.381690_52.515104,13.381667_52.515163
1228455854,13.381667_52.515163,13.381646_52.515216
1228455855,13.381651_52.515059,13.381698_52.515084
1228455855,13.381698_52.515084,13.381690_52.515104
1228455856,13.381639_52.515234,13.381608_52.515231
1228455856,13.381608_52.515231,13.381587_52.515239
1228455856,13.381587_52.515239,13.381569_52.515274
1228455856,13.381569_52.515274,13.381322_52.515735
1228455856,13.381322_52.515735,13.381309_52.515761
1228455856,13.381309_52.515761,13.381161_52.516099
1228455857,13.381112_52.516222,13.381097_52.516283
1228455858,13.381161_52.516099,13.381112_52.516222
1228455859,13.380755_52.516262,13.381297_52.515227
1228455860,13.381320_52.515231,13.381429_52.515250
1228455860,13.381429_52.515250,13.381550_52.515270
1228457295,13.379752_52.514858,13.379778_52.514808
1228457295,13.379778_52.514808,13.379806_52.514755
1228457296,13.380314_52.514502,13.380162_52.514803
1228457296,13.380162_52.514803,13.380125_52.514876
1228461243,13.377362_52.512938,13.380119_52.513481
1228461243,13.380119_52.513481,13.380230_52.513503
1228461243,13.380230_52.513503,13.380342_52.513525
1228461243,13.380342_52.513525,13.380394_52.513535
1228461243,13.380394_52.513535,13.380727_52.513601
1228461243,13.380727_52.513601,13.381773_52.513810
1228461243,13.381773_52.513810,13.381865_52.513830
1228461243,13.381865_52.513830,13.381943_52.513846
1228461244,13.380674_52.513694,13.380727_52.513601
1228461244,13.380727_52.513601,13.380837_52.513519
1228461244,13.380837_52.513519,13.380972_52.513384
1228461245,13.380309_52.513697,13.380346_52.513630
1228461245,13.380346_52.513630,13.380394_52.513535
1228469480,13.380119_52.513481,13.380644_52.512491
1228469480,13.380644_52.512491,13.380655_52.512420
1228469480,13.380655_52.512420,13.380659_52.512389
1228469480,13.380659_52.512389,13.380666_52.512346
1228469480,13.380666_52.512346,13.380864_52.511121
1228469480,13.380864_52.511121,13.380894_52.511100
1228469480,13.380894_52.511100,13.380898_52.511078
1228469480,13.380898_52.511078,13.380906_52.511043
1228469480,13.380906_52.511043,13.380920_52.510970
1228768536,13.382908_52.514273,13.382938_52.514215
1228768536,13.382938_52.514215,13.382978_52.514147
1228768537,13.382795_52.514469,13.382818_52.514426
1228768537,13.382818_52.514426,13.382908_52.514273
1228768538,13.386120_52.514486,13.386102_52.514485
1228768538,13.386102_52.514485,13.385745_52.514466
1228768538,13.385745_52.514466,13.384895_52.514409
1228768538,13.384895_52.514409,13.384804_52.514386
1228768538,13.384804_52.514386,13.384657_52.514358
1228768538,13.384657_52.514358,13.383858_52.514260
1228768538,13.383858_52.514260,13.383668_52.514222
1228768538,13.383668_52.514222,13.382329_52.513924
1228768539,13.386318_52.513259,13.386265_52.513602
1228768539,13.386265_52.513602,13.386255_52.513667
1228768539,13.386255_52.513667,13.386242_52.513746
1228768539,13.386242_52.513746,13.386123_52.514469
1228768539,13.386123_52.514469,13.386120_52.514486
1228768540,13.386340_52.514481,13.386232_52.514475
1228768540,13.386232_52.514475,13.386123_52.514469
1228768541,13.386078_52.514641,13.386089_52.514561
1228768541,13.386089_52.514561,13.386102_52.514485
1228768542,13.386175_52.515361,13.386083_52.515355
1228768542,13.386083_52.515355,13.386015_52.515350
1228768543,13.384318_52.515388,13.384327_52.515337
1228768543,13.384327_52.515337,13.384336_52.515282
1228768544,13.385827_52.515503,13.385836_52.515436
1228768544,13.385836_52.515436,13.385843_52.515385
1228768545,13.386318_52.514677,13.386201_52.514672
1228768545,13.386201_52.514672,13.386091_52.514664
1228768546,13.386078_52.514641,13.386060_52.514635
1228768546,13.386060_52.514635,13.385202_52.514583
1228768546,13.385202_52.514583,13.384836_52.514559
1228768546,13.384836_52.514559,13.384755_52.514542
1228768546,13.384755_52.514542,13.384616_52.514503
1228768546,13.384616_52.514503,13.383557_52.514360
1228768546,13.383557_52.514360,13.382938_52.514215
1228768546,13.382938_52.514215,13.382873_52.514200
1228768547,13.385960_52.515367,13.385984_52.515348
1228768547,13.385984_52.515348,13.386091_52.514664
1228768547,13.386091_52.514664,13.386078_52.514641
1228768548,13.386068_52.511965,13.385582_52.512669
1228768548,13.385582_52.512669,13.385549_52.512739
1228768548,13.385549_52.512739,13.385512_52.512814
1228768548,13.385512_52.512814,13.385439_52.512964
1228768548,13.385439_52.512964,13.385296_52.513295
1228768548,13.385296_52.513295,13.385200_52.513528
1228768548,13.385200_52.513528,13.385181_52.513589
1228768548,13.385181_52.513589,13.385153_52.513681
1228768548,13.385153_52.513681,13.385064_52.513869
1228768548,13.385064_52.513869,13.384895_52.514409
1228768548,13.384895_52.514409,13.384869_52.514474
1228768548,13.384869_52.514474,13.384836_52.514559
1228768548,13.384836_52.514559,13.384614_52.515278
1228768549,13.385786_52.512116,13.385594_52.512398
1228768549,13.385594_52.512398,13.385425_52.512620
1228768549,13.385425_52.512620,13.385003_52.513494
1228768549,13.385003_52.513494,13.384926_52.513652
1228768549,13.384926_52.513652,13.384830_52.513846
1228768549,13.384830_52.513846,13.384657_52.514358
1228768549,13.384657_52.514358,13.384637_52.514430
1228768549,13.384637_52.514430,13.384616_52.514503
1228768549,13.384616_52.514503,13.384432_52.515043
1228768549,13.384432_52.515043,13.384359_52.515261
1228768550,13.385826_52.515516,13.385573_52.515497
1228768550,13.385573_52.515497,13.384314_52.515416
1228768550,13.384314_52.515416,13.384248_52.515411
1228768550,13.384248_52.515411,13.383296_52.515347
1228768550,13.383296_52.515347,13.383223_52.515342
1228768550,13.383223_52.515342,13.381639_52.515234
1228768551,13.386088_52.515558,13.386038_52.515554
1228768551,13.386038_52.515554,13.385880_52.515544
1228768552,13.386203_52.515363,13.386254_52.515059
1228768552,13.386254_52.515059,13.386318_52.514677
1228768552,13.386318_52.514677,13.386355_52.514661
1228768553,13.386355_52.514661,13.386367_52.514581
1228768553,13.386367_52.514581,13.386378_52.514506
1228768554,13.386222_52.515512,13.386230_52.515462
1228768554,13.386230_52.515462,13.386239_52.515408
1228768555,13.385863_52.515543,13.385878_52.515567
1228768555,13.385878_52.515567,13.385849_52.515724
1228768555,13.385849_52.515724,13.385816_52.515793
1228768555,13.385816_52.515793,13.385685_52.516554
1228768556,13.385949_52.516572,13.385984_52.516329
1228768556,13.385984_52.516329,13.386121_52.515560
1228768556,13.386121_52.515560,13.386124_52.515545
1228768557,13.386124_52.515545,13.386158_52.515532
1228768557,13.386158_52.515532,13.386218_52.515536
1228768557,13.386218_52.515536,13.387609_52.515623
1228768557,13.387609_52.515623,13.388204_52.515655
1228768557,13.388204_52.515655,13.388657_52.515683
1228768557,13.388657_52.515683,13.388765_52.515697
1228768557,13.388765_52.515697,13.388905_52.515711
1228768557,13.388905_52.515711,13.389023_52.515721
1228768557,13.389023_52.515721,13.389158_52.515731
1228768558,13.386355_52.514661,13.389016_52.514826
1228768559,13.386340_52.514481,13.386340_52.514497
1228768559,13.386340_52.514497,13.386354_52.514501
1228768559,13.386354_52.514501,13.386378_52.514506
1228768559,13.386378_52.514506,13.388593_52.514641
1228768559,13.388593_52.514641,13.389039_52.514669
1228768560,13.386340_52.514481,13.386384_52.514214
1228768560,13.386384_52.514214,13.386458_52.513759
1228768560,13.386458_52.513759,13.386468_52.513698
1228768561,13.386241_52.515393,13.388931_52.515556
1228768561,13.388931_52.515556,13.389033_52.515562
1228768561,13.389033_52.515562,13.389073_52.515565
1228768561,13.389073_52.515565,13.389180_52.515571
1228768561,13.389180_52.515571,13.390851_52.515671
1228768561,13.390851_52.515671,13.390971_52.515678
1228768561,13.390971_52.515678,13.391111_52.515687
1228768561,13.391111_52.515687,13.391476_52.515717
1228768561,13.391476_52.515717,13.392758_52.515796
1228768561,13.392758_52.515796,13.392883_52.515804
1228768561,13.392883_52.515804,13.393003_52.515812
1228768561,13.393003_52.515812,13.394391_52.515904
1228772473,13.390945_52.514929,13.390954_52.514872
1228772473,13.390954_52.514872,13.390963_52.514814
1228772474,13.391003_52.514969,13.391090_52.514976
1228772474,13.391090_52.514976,13.391180_52.514983
1228772475,13.391156_52.514783,13.391095_52.514779
1228772475,13.391095_52.514779,13.391030_52.514775
1228772476,13.391268_52.514831,13.391259_52.514890
1228772476,13.391259_52.514890,13.391251_52.514948
1228772477,13.391223_52.514967,13.391218_52.514987
1228772477,13.391218_52.514987,13.391140_52.515488
1228772477,13.391140_52.515488,13.391111_52.515687
1228772477,13.391111_52.515687,13.391102_52.515766
1228772477,13.391102_52.515766,13.391093_52.515832
1228772479,13.391223_52.514967,13.391248_52.514968
1228772479,13.391248_52.514968,13.392887_52.515072
1228772479,13.392887_52.515072,13.393019_52.515081
1228772479,13.393019_52.515081,13.393137_52.515088
1228772479,13.393137_52.515088,13.394614_52.515177
1228772479,13.394614_52.515177,13.395507_52.515232
1228772479,13.395507_52.515232,13.395637_52.515240
1228772479,13.395637_52.515240,13.396688_52.515312
1228773146,13.392463_52.515916,13.391093_52.515832
1228773146,13.391093_52.515832,13.390991_52.515825
1228773146,13.390991_52.515825,13.390949_52.515845
1228773146,13.390949_52.515845,13.390882_52.515841
1228773146,13.390882_52.515841,13.390791_52.515834
1228773146,13.390791_52.515834,13.389158_52.515731
1228773147,13.393166_52.514927,13.393152_52.515005
1228773147,13.393152_52.515005,13.393137_52.515088
1228773147,13.393137_52.515088,13.393037_52.515631
1228773147,13.393037_52.515631,13.393003_52.515812
1228773147,13.393003_52.515812,13.392990_52.515886
1228773147,13.392990_52.515886,13.392978_52.515952
1228773148,13.392913_52.514908,13.392909_52.514934
1228773148,13.392909_52.514934,13.392902_52.514989
1228773148,13.392902_52.514989,13.392887_52.515072
1228773148,13.392887_52.515072,13.392758_52.515796
1228773148,13.392758_52.515796,13.392744_52.515871
1228773148,13.392744_52.515871,13.392733_52.515935
1228773815,13.386393_52.512793,13.386318_52.513259
1228773816,13.386628_52.512736,13.386614_52.512822
1228773816,13.386614_52.512822,13.386603_52.512892
1228773816,13.386603_52.512892,13.386482_52.513613
1228773816,13.386482_52.513613,13.386468_52.513698
1228773818,13.385582_52.512669,13.386404_52.512721
1228773819,13.386520_52.511996,13.386518_52.512013
1228773819,13.386518_52.512013,13.386415_52.512651
1228773819,13.386415_52.512651,13.386404_52.512721
1228773819,13.386404_52.512721,13.386393_52.512793
1228773820,13.385772_52.512832,13.386491_52.512884
1228773821,13.385772_52.512832,13.385512_52.512814
1228773822,13.385003_52.513494,13.385112_52.513513
1228773822,13.385112_52.513513,13.385200_52.513528
1228773822,13.385200_52.513528,13.386265_52.513602
1228773822,13.386265_52.513602,13.386378_52.513608
1228773822,13.386378_52.513608,13.386456_52.513612
1228773822,13.386456_52.513612,13.386482_52.513613
1228773822,13.386482_52.513613,13.388216_52.513726
1228773822,13.388216_52.513726,13.389209_52.513791
1228773822,13.389209_52.513791,13.389242_52.513793
1228773823,13.385041_52.513674,13.385153_52.513681
1228773823,13.385153_52.513681,13.386242_52.513746
1228773823,13.386242_52.513746,13.386356_52.513753
1228773823,13.386356_52.513753,13.386458_52.513759
1228773823,13.386458_52.513759,13.388731_52.513911
1228773823,13.388731_52.513911,13.389185_52.513942
1228773824,13.386491_52.512884,13.386571_52.512889
1228773824,13.386571_52.512889,13.386603_52.512892
1228773824,13.386603_52.512892,13.388329_52.513004
1228773824,13.388329_52.513004,13.389322_52.513070
1228773824,13.389322_52.513070,13.389357_52.513071
1228773825,13.386628_52.512736,13.388895_52.512886
1228773825,13.388895_52.512886,13.389048_52.512907
1228773825,13.389048_52.512907,13.389345_52.512922
1228773825,13.389345_52.512922,13.389379_52.512924
1228776543,13.391143_52.514066,13.391115_52.514064
1228776543,13.391115_52.514064,13.389455_52.513962
1228776544,13.391168_52.513907,13.391253_52.513912
1228776544,13.391253_52.513912,13.391329_52.513917
1228776545,13.391447_52.513193,13.391373_52.513188
1228776545,13.391373_52.513188,13.391281_52.513182
1228776546,13.389608_52.512938,13.391271_52.513035
1228776546,13.391271_52.513035,13.391311_52.513034
1230962978,13.379028_52.526844,13.379085_52.526847
1230962979,13.379085_52.526847,13.379158_52.526852
1230962979,13.379158_52.526852,13.379333_52.526862
1230962980,13.379028_52.527185,13.379067_52.526957
1230962981,13.378970_52.527181,13.379028_52.527185
1230962982,13.379067_52.526957,13.379085_52.526847
1230962983,13.379105_52.527178,13.379107_52.527167
1230962983,13.379107_52.527167,13.379108_52.527157
1230962984,13.379028_52.527185,13.379102_52.527190
1230962984,13.379102_52.527190,13.379105_52.527178
1230962985,13.379108_52.527157,13.379158_52.526852
1231415022,13.382532_52.526508,13.382524_52.526569
1231415022,13.382524_52.526569,13.382475_52.526672
1231415022,13.382475_52.526672,13.382398_52.526919
1231415022,13.382398_52.526919,13.382494_52.527058
1231415022,13.382494_52.527058,13.382561_52.527091
1231415022,13.382561_52.527091,13.382634_52.527099
1231415022,13.382634_52.527099,13.382772_52.527080
1231415022,13.382772_52.527080,13.383022_52.527021
1231415022,13.383022_52.527021,13.383356_52.526941
1231415022,13.383356_52.526941,13.383458_52.526889
1231415022,13.383458_52.526889,13.383550_52.526866
1231415022,13.383550_52.526866,13.383458_52.526716
1231415022,13.383458_52.526716,13.383432_52.526679
1231415023,13.382774_52.526099,13.382684_52.526117
1231415023,13.382684_52.526117,13.382548_52.526272
1231415023,13.382548_52.526272,13.382357_52.526440
1231415023,13.382357_52.526440,13.382163_52.526596
1231415023,13.382163_52.526596,13.381973_52.526756
1231415023,13.381973_52.526756,13.381888_52.526838
1231415023,13.381888_52.526838,13.381855_52.526889
1231415023,13.381855_52.526889,13.381853_52.526933
1231415023,13.381853_52.526933,13.381885_52.527035
1231424273,13.380305_52.525232,13.380388_52.525327
1231424273,13.380388_52.525327,13.380454_52.525304
1231424274,13.392599_52.517002,13.392788_52.517014
1231424274,13.392788_52.517014,13.392793_52.516985
1231424275,13.392788_52.517014,13.393004_52.517026
1231424275,13.393004_52.517026,13.392998_52.517069
1232425162,13.387292_52.525033,13.387040_52.524971
1232425162,13.387040_52.524971,13.386733_52.524896
1232425162,13.386733_52.524896,13.386454_52.524828
1232425162,13.386454_52.524828,13.386373_52.524808
1232425162,13.386373_52.524808,13.386306_52.524827
1232425162,13.386306_52.524827,13.386229_52.524943
1232425163,13.386373_52.524808,13.386224_52.524769
1232425163,13.386224_52.524769,13.386139_52.524747
1232425164,13.386229_52.524943,13.386174_52.524938
1232425164,13.386174_52.524938,13.386106_52.524932
1232425165,13.386106_52.524932,13.386139_52.524747
1232425166,13.387321_52.524813,13.387180_52.524785
1232425166,13.387180_52.524785,13.386864_52.524722
1232425166,13.386864_52.524722,13.386575_52.524665
1232425166,13.386575_52.524665,13.386224_52.524595
1232425166,13.386224_52.524595,13.386117_52.524573
1232425167,13.386139_52.524747,13.386163_52.524706
1232425167,13.386163_52.524706,13.386179_52.524671
1232425167,13.386179_52.524671,13.386224_52.524595
1232425168,13.385281_52.524642,13.385517_52.524526
1232425168,13.385517_52.524526,13.385679_52.524453
1232425168,13.385679_52.524453,13.385977_52.524313
1232425168,13.385977_52.524313,13.386065_52.524316
1232425168,13.386065_52.524316,13.386145_52.524281
1232425168,13.386145_52.524281,13.386217_52.524239
1232425168,13.386217_52.524239,13.386959_52.523955
1232425168,13.386959_52.523955,13.386990_52.523956
1232425171,13.385549_52.524554,13.385517_52.524526
1232625541,13.383389_52.526694,13.383432_52.526679
1232625541,13.383432_52.526679,13.383571_52.526631
1234592441,13.391630_52.530349,13.391568_52.530399
1234592441,13.391568_52.530399,13.390538_52.531228
1235196429,13.376375_52.530525,13.376395_52.530532
1237859165,13.667023_51.057569,13.667178_51.057599
1237859165,13.667178_51.057599,13.666934_51.058853
1237859165,13.606084_51.048828,13.606346_51.047096
1237859165,13.606346_51.047096,13.635463_51.051508
1237859165,13.095892_54.002702,13.112915_54.006003
1237859165,13.112915_54.006003,13.130165_54.008940
1238646874,13.388869_52.525209,13.388920_52.525211
1238646874,13.388920_52.525211,13.388957_52.525222
1238646874,13.388957_52.525222,13.388987_52.525239
1238646874,13.388987_52.525239,13.389015_52.525271
1238646874,13.389015_52.525271,13.389036_52.525300
1241470198,13.376587_52.516038,13.376653_52.516062
1241470198,13.376653_52.516062,13.376752_52.516089
1241470198,13.376752_52.516089,13.376836_52.516100
1241470198,13.376836_52.516100,13.376954_52.516108
1241470198,13.376954_52.516108,13.377041_52.516114
1243561432,13.385838_52.524625,13.385860_52.524577
1243561432,13.385860_52.524577,13.385794_52.524454
1245514275,13.367744_52.528064,13.367630_52.527944
1245514275,13.367630_52.527944,13.367543_52.527829
1245514275,13.367543_52.527829,13.367472_52.527684
1245514275,13.367472_52.527684,13.367424_52.527497
1245514275,13.367424_52.527497,13.367406_52.527329
1245514275,13.367406_52.527329,13.367381_52.527058
1245514275,13.367381_52.527058,13.367372_52.526937
1245514276,13.367432_52.526085,13.367456_52.526042
1245514276,13.367456_52.526042,13.367564_52.526007
1245514277,13.369531_52.528969,13.369307_52.528944
1245514278,13.369307_52.528944,13.368705_52.528720
1245514278,13.368705_52.528720,13.368488_52.528610
1245514278,13.368488_52.528610,13.368228_52.528445
1245514278,13.368228_52.528445,13.368005_52.528282
1245514279,13.368005_52.528282,13.367976_52.528257
1245514279,13.367976_52.528257,13.367923_52.528214
1245514279,13.367923_52.528214,13.367828_52.528136
1245514279,13.367828_52.528136,13.367790_52.528103
1245514279,13.367790_52.528103,13.367744_52.528064
1245514280,13.367372_52.526937,13.367324_52.526321
1245514280,13.367324_52.526321,13.367330_52.526258
1245514280,13.367330_52.526258,13.367355_52.526181
1245514280,13.367355_52.526181,13.367384_52.526162
1245514281,13.367384_52.526162,13.367432_52.526085
1247426943,13.393182_52.527318,13.393161_52.527314
1247426943,13.393161_52.527314,13.393128_52.527307
1247426943,13.393128_52.527307,13.393051_52.527292
1249342905,13.391238_52.513994,13.391242_52.513973
1249563425,13.386990_52.523956,13.387161_52.523896
1249563426,13.387161_52.523896,13.387190_52.523880
1249563427,13.386693_52.524133,13.386678_52.524115
1249563427,13.386678_52.524115,13.386713_52.524062
1249563428,13.386572_52.524179,13.386533_52.524165
1249563428,13.386533_52.524165,13.386422_52.524210
1249563428,13.386422_52.524210,13.386300_52.524225
1249563429,13.385838_52.524625,13.385933_52.524632
1249563429,13.385933_52.524632,13.386010_52.524667
1249563430,13.386010_52.524667,13.385925_52.524679
1249563430,13.385925_52.524679,13.385899_52.524673
1249563430,13.385899_52.524673,13.385872_52.524667
1249563430,13.385872_52.524667,13.385838_52.524625
1249845306,13.386010_52.524667,13.386048_52.524726
1249845307,13.385509_52.524725,13.385369_52.524669
1249845307,13.385369_52.524669,13.385342_52.524647
1249845308,13.386163_52.524706,13.386010_52.524667
1252141303,13.394922_52.526846,13.394753_52.527073
1252141304,13.394982_52.526741,13.394978_52.526746
1252141306,13.394978_52.526746,13.394922_52.526846
1252157720,13.391470_52.530303,13.391512_52.530344
1252157720,13.391512_52.530344,13.391554_52.530385
1252157721,13.391554_52.530385,13.391568_52.530399
1252157722,13.391454_52.530287,13.391470_52.530303
1253110767,13.377296_52.512834,13.377298_52.512861
1253110767,13.377298_52.512861,13.377303_52.512926
1253110767,13.377303_52.512926,13.377301_52.512968
1253110767,13.377301_52.512968,13.377293_52.513033
1253110768,13.377292_52.512613,13.377293_52.512780
1253110768,13.377293_52.512780,13.377296_52.512834
1253110769,13.377286_52.512541,13.377288_52.512554
1253110769,13.377288_52.512554,13.377290_52.512588
1253110769,13.377290_52.512588,13.377292_52.512613
1253429073,13.377240_52.514530,13.377232_52.514467
1253429073,13.377232_52.514467,13.377217_52.514352
1253429073,13.377217_52.514352,13.376980_52.513225
1253429073,13.376980_52.513225,13.376973_52.513190
1253429073,13.376973_52.513190,13.376964_52.513144
1253429073,13.376964_52.513144,13.376926_52.512956
1253429073,13.376926_52.512956,13.376900_52.512867
1253429073,13.376900_52.512867,13.376895_52.512830
1253429073,13.376895_52.512830,13.376944_52.512736
1253429073,13.376944_52.512736,13.376939_52.512612
1253429075,11.880585_52.612241,11.880581_52.612171
1253429075,14.874335_52.418680,14.874330_52.418610
1253429076,13.377240_52.514530,13.377266_52.514508
1253429076,13.377266_52.514508,13.377346_52.514511
1253429076,13.377346_52.514511,13.377461_52.514516
1253429076,13.377461_52.514516,13.377532_52.514519
1253429076,13.377532_52.514519,13.377636_52.514560
1253429076,13.377636_52.514560,13.377707_52.514587
1253429077,13.377460_52.515460,13.377367_52.515395
1253429077,13.377367_52.515395,13.377351_52.515334
1253429077,13.377351_52.515334,13.377289_52.514798
1253429077,13.377289_52.514798,13.377264_52.514725
1253429077,13.377264_52.514725,13.377240_52.514530
1253439566,13.377420_52.513039,13.377360_52.513072
1253439566,13.377360_52.513072,13.377287_52.513111
1253439566,13.377287_52.513111,13.377215_52.513121
1253439566,13.377215_52.513121,13.377112_52.513136
1253439566,13.377112_52.513136,13.377071_52.513138
1253439566,13.377071_52.513138,13.376964_52.513144
1253439567,13.376926_52.512956,13.376950_52.512946
1253439567,13.376950_52.512946,13.377050_52.512944
1253439567,13.377050_52.512944,13.377116_52.512943
1253439567,13.377116_52.512943,13.377212_52.512956
1253439567,13.377212_52.512956,13.377301_52.512968
1253439567,13.377301_52.512968,13.377327_52.512972
1253439567,13.377327_52.512972,13.377365_52.512999
1253439567,13.377365_52.512999,13.377420_52.513039
1255579898,13.387375_52.526108,13.387412_52.526153
1255579898,13.387412_52.526153,13.387470_52.526220
1255579898,13.387470_52.526220,13.387500_52.526259
1255579898,13.387500_52.526259,13.387507_52.526268
1255579898,13.387507_52.526268,13.387520_52.526284
1255579898,13.387520_52.526284,13.387541_52.526310
1255579898,13.387541_52.526310,13.387566_52.526327
1255579898,13.387566_52.526327,13.387624_52.526363
1255579898,13.387624_52.526363,13.387639_52.526373
1255579900,13.388537_52.526160,13.388507_52.526111
1255579901,13.388487_52.526080,13.388479_52.526067
1255579901,13.388479_52.526067,13.388462_52.526041
1255579901,13.388462_52.526041,13.388446_52.526014
1255579901,13.388446_52.526014,13.388409_52.525957
1255579902,13.741249_53.984045,13.741103_53.984080
1255579902,13.035764_51.068176,13.035619_51.068212
1255579903,13.388507_52.526111,13.388497_52.526096
1255580504,13.389980_52.525807,13.389946_52.525755
1255580504,13.389946_52.525755,13.389922_52.525717
1255580504,13.389922_52.525717,13.389917_52.525708
1255580504,13.389917_52.525708,13.389909_52.525697
1255580504,13.389909_52.525697,13.389849_52.525603
1255580505,13.390263_52.525733,13.390232_52.525684
1255580505,13.390232_52.525684,13.390209_52.525649
1255580505,13.390209_52.525649,13.390203_52.525639
1255580505,13.390203_52.525639,13.390196_52.525626
1255580505,13.390196_52.525626,13.390142_52.525531
1257255510,13.376915_52.517888,13.376854_52.517811
1257255510,13.376854_52.517811,13.376834_52.517758
1257255511,13.376970_52.517782,13.376915_52.517888
1258660768,13.363665_52.519846,13.363896_52.519900
1258660768,13.363896_52.519900,13.365661_52.520363
1258660768,13.365661_52.520363,13.366236_52.520559
1260677030,13.390277_52.523333,13.390268_52.523418
1260677727,13.392008_52.523599,13.392099_52.523764
1260677727,13.392099_52.523764,13.392269_52.524068
1260677728,13.391999_52.524411,13.392421_52.524405
1260677728,13.392421_52.524405,13.392439_52.524409
1260677728,13.392439_52.524409,13.392447_52.524416
1260677728,13.392447_52.524416,13.392715_52.524901
1260677729,13.390893_52.524357,13.390485_52.524362
1260677729,13.390485_52.524362,13.389554_52.524376
1260677729,13.389554_52.524376,13.388475_52.524377
1262873341,13.372701_52.527281,13.372648_52.527224
